Borough,condition,estrato,property_type,neighborhood,Area,bedrooms,bathrooms,garages,Price
Norte-Centro Histórico,Usado,4,Casa,Santa Ana,345,3,2,2,550000000
Norte-Centro Histórico,Usado,4,Casa,La Cumbre,602,5,7,2,890000000
Norte-Centro Histórico,Inmobiliaria,4,Casa,Santa Ana,119,3,2,1,285000000
Norte-Centro Histórico,Usado,4,Casa,El Porvenir,688,6,7,4,1200000000
Norte-Centro Histórico,Usado,4,Apartamento,Las Delicias,79,3,2,1,185000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,81,2,1,1,230000000
Norte-Centro Histórico,Usado,4,Casa,El Porvenir,400,6,9,5,1495000000
Norte-Centro Histórico,Usado,4,Apartamento,Las Delicias,74,2,2,0,180000000
Norte-Centro Histórico,Usado,4,Casa,Las Delicias,194,3,2,1,800000000
Norte-Centro Histórico,Usado,4,Casa,Los Nogales,275,4,5,1,650000000
Norte-Centro Histórico,Usado,4,Apartamento,La Cumbre,82,2,2,1,315000000
Norte-Centro Histórico,Usado,4,Casa,Los Nogales,272,4,3,2,750000000
Norte-Centro Histórico,Usado,4,Apartamento,La Cumbre,139,4,3,1,289849414
Norte-Centro Histórico,Usado,4,Casa,Las Delicias,164,3,2,1,495000000
Norte-Centro Histórico,Usado,4,Casa,Las Delicias,250,8,5,1,650000000
Norte-Centro Histórico,Usado,4,Casa,Santa Ana,320,2,2,0,420000000
Norte-Centro Histórico,Usado,4,Apartamento,Santa Ana,108,3,2,1,250000000
Norte-Centro Histórico,Usado,4,Casa,Las Delicias,224,3,2,1,1000000000
Norte-Centro Histórico,Usado,4,Casa,Las Delicias,450,3,2,0,600000000
Norte-Centro Histórico,Usado,4,Apartamento,Las Delicias,133,4,3,1,450000000
Norte-Centro Histórico,Usado,4,Casa,Las Delicias,364,4,2,0,850000000
Norte-Centro Histórico,Inmobiliaria,4,Casa,El Porvenir,200,6,4,1,700000000
Norte-Centro Histórico,Usado,4,Casa,El Porvenir,343,6,4,4,750000000
Norte-Centro Histórico,Usado,4,Apartamento,Las Delicias,79,3,2,1,190000000
Riomar,Usado,4,Apartamento,Altos del Prado,250,4,3,1,600000000
Riomar,Usado,4,Apartamento,Altos del Prado,92,2,2,1,218000000
Norte-Centro Histórico,Usado,4,Apartamento,Los Nogales,103,2,3,1,310000000
Norte-Centro Histórico,Usado,4,Casa,Las Delicias,380,6,7,2,1200000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,104,3,2,1,345000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,122,2,2,1,320000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,96,2,2,1,210000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,72,2,2,1,210000000
Norte-Centro Histórico,Usado,4,Apartamento,Los Nogales,93,3,2,1,250000000
Riomar,Usado,4,Apartamento,Altos del Prado,92,2,2,1,218000000
Norte-Centro Histórico,Usado,4,Apartamento,Las Delicias,76,3,2,1,220000000
Norte-Centro Histórico,Usado,4,Apartamento,Los Nogales,122,3,2,1,270000000
Norte-Centro Histórico,Usado,4,Apartamento,Las Delicias,68,2,2,1,140000000
Norte-Centro Histórico,Usado,4,Apartamento,Las Delicias,73,3,2,0,180000000
Norte-Centro Histórico,Usado,4,Apartamento,Las Delicias,72,2,1,0,216000000
Norte-Centro Histórico,Usado,4,Apartamento,Las Mercedes,184,4,2,0,320000000
Norte-Centro Histórico,Usado,4,Apartamento,La Cumbre,98,3,3,1,210000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,108,3,2,2,340000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,118,3,3,1,335000000
Norte-Centro Histórico,Usado,4,Apartamento,Colombia,97,2,1,0,205000000
Riomar,Usado,4,Apartamento,Altos del Prado,212,3,3,4,1200000000
Norte-Centro Histórico,Usado,4,Apartamento,Las Delicias,88,3,2,1,214900000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,87,2,2,1,330000000
Norte-Centro Histórico,Usado,4,Apartamento,Colombia,69,2,2,1,175000000
Norte-Centro Histórico,Usado,4,Apartamento,Santa Ana,78,2,2,1,210000000
Norte-Centro Histórico,Usado,4,Apartamento,La Cumbre,85,3,3,1,200000000
Norte-Centro Histórico,Usado,4,Apartamento,Santa Ana,105,3,3,1,298000000
Norte-Centro Histórico,Usado,4,Apartamento,Las Delicias,79,3,2,1,190000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,100,3,3,1,280000000
Norte-Centro Histórico,Usado,4,Casa,El Porvenir,525,3,3,1,1000000000
Norte-Centro Histórico,Usado,4,Casa,Las Delicias,200,4,4,0,600000000
Norte-Centro Histórico,Usado,4,Casa,La Cumbre,258,5,4,1,700000000
Norte-Centro Histórico,Usado,4,Apartamento,La Cumbre,135,3,3,1,300000000
Norte-Centro Histórico,Usado,4,Casa,El Porvenir,338,4,4,4,700000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,72,2,3,1,245000000
Norte-Centro Histórico,Usado,4,Apartamento,Las Delicias,84,2,2,1,210000000
Norte-Centro Histórico,Usado,4,Casa,Las Mercedes,268,5,3,4,540000000
Norte-Centro Histórico,Usado,4,Casa,Las Mercedes,250,3,2,1,600000000
Norte-Centro Histórico,Usado,4,Apartamento,Colombia,96,2,1,0,180000000
Norte-Centro Histórico,Usado,4,Apartamento,Las Delicias,97,4,3,1,230000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,110,3,3,2,350000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,109,3,2,1,320000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,382,3,3,2,678000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,97,3,3,1,270000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,97,3,3,1,310000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,72,3,1,0,205000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,220,4,2,3,450000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,340,3,2,1,890000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,98,3,3,1,330000000
Norte-Centro Histórico,Usado,4,Casa,Granadillo,352,4,3,2,1200000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,77,2,2,1,240000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,90,3,2,1,290000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,607,5,5,1,900000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,325,0,0,0,920000000
Riomar,Inmobiliaria,4,Apartamento,Altos del Prado,216,3,3,2,580000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,114,3,2,2,350000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,89,2,2,1,320000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,78,2,2,1,280000000
Norte-Centro Histórico,Usado,4,Casa,Granadillo,528,3,2,1,1050000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,880,11,10,4,1320000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,72,3,1,0,165000000
Riomar,Usado,4,Apartamento,Altos de Riomar,86,3,2,1,298000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,97,3,2,0,320000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,98,3,2,1,400000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,90,3,2,1,280000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,80,2,1,1,217000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,78,2,2,1,241500000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,300,2,0,0,730000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,402,10,7,0,700000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,68,2,2,1,250000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,780,4,4,1,1300000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,278,5,3,0,1224000000
Norte-Centro Histórico,Usado,4,Casa,Granadillo,144,3,3,1,395000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,540,5,4,1,930000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,120,3,3,1,360000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,72,3,1,0,165000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,204,4,3,1,800000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,96,3,3,1,325000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,110,3,4,1,380000000
Riomar,Usado,4,Apartamento,Altos del Prado,115,3,3,1,265000000
Norte-Centro Histórico,Usado,4,Apartamento,Alameda del Rio,57,2,2,1,175000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,82,2,3,1,260000000
Norte-Centro Histórico,Usado,4,Apartamento,La Cumbre,98,3,3,1,230000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,108,3,3,2,340000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,110,3,4,1,355300000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,80,2,2,1,240000000
Norte-Centro Histórico,Usado,4,Apartamento,Santa Ana,78,2,2,1,200000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,100,3,3,1,332000000
Norte-Centro Histórico,Usado,4,Apartamento,La Campiña,110,3,4,1,376000000
Norte-Centro Histórico,Usado,4,Apartamento,Bellavista,75,2,2,1,173000000
Norte-Centro Histórico,Usado,4,Casa,Bellavista,385,5,3,1,600000000
Norte-Centro Histórico,Usado,4,Casa,Bellavista,495,7,4,0,750000000
Norte-Centro Histórico,Usado,4,Apartamento,Bellavista,62,2,2,1,180000000
Norte-Centro Histórico,Usado,4,Apartamento,Nuevo Horizonte,76,2,2,1,370000000
Norte-Centro Histórico,Usado,4,Apartamento,Nuevo Horizonte,135,3,3,1,500000000
Riomar,Usado,4,Casa,Villa Campestre,367,4,4,4,1580000000
Riomar,Usado,4,Apartamento,Villa Campestre,107,3,3,0,324000000
Riomar,Usado,4,Apartamento,Villa Carolina,71,3,2,1,240000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,178,3,2,2,490000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,127,3,3,1,321000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,343,5,4,2,1200000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,280,4,4,0,770000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,310,4,3,3,795000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,444,6,6,2,990000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,115,3,2,0,527522406
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,160,3,2,1,300000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,121,3,2,1,320000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,80,2,2,1,290000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,1,6,4,2,2600000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,235,4,2,0,800000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,52,3,2,1,184000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,314,5,4,2,680000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,325,4,3,1,830000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,72,3,3,1,250000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,92,3,2,0,424371461
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,133,3,2,1,360000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,576,3,3,4,750000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,383,5,4,2,580000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,510,4,4,4,1612000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,211,4,3,1,450000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,1,3,3,1,1908000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,88,3,3,1,330000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,600,4,3,0,990000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,36,1,1,1,150000000
Norte-Centro Histórico,Inmobiliaria,4,Apartamento,El Porvenir,39,1,1,1,165000000
Norte-Centro Histórico,Usado,4,Apartamento,El Porvenir,62,1,2,1,199040000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,146,3,3,2,410000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,160,3,3,1,400000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,676,5,7,2,1250000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,149,4,4,3,490000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,509,6,5,2,1612000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,415,4,6,4,750000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,161,3,2,1,390000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,600,5,5,3,1240000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,88,3,2,1,280000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,339,8,7,1,670000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,144,3,2,1,280000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,392,4,4,0,700000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,480,5,4,1,600000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,100,3,2,1,326000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,180,3,3,1,650000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,68,2,2,1,250000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,357,4,3,0,1200000000
Norte-Centro Histórico,Usado,4,Casa,Granadillo,640,10,6,2,1500000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,87,2,2,1,200000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,209,4,3,2,460000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,64,2,2,1,230000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,111,2,1,1,240000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,550,5,4,2,990000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,145,3,3,1,300000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,138,4,3,1,370000000
Riomar,Usado,4,Casa,El Limoncito,250,3,4,2,600000000
Riomar,Usado,4,Apartamento,El Limoncito,104,3,2,1,320000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,134,3,2,1,370000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,98,3,2,1,230000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,74,3,2,1,210000000
Norte-Centro Histórico,Inmobiliaria,4,Apartamento,Granadillo,168,3,4,2,850000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,71,2,2,1,300000000
Norte-Centro Histórico,Inmobiliaria,4,Apartamento,La Concepción,78,2,2,0,241000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,90,3,2,1,284000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,140,4,3,1,390000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,450,4,3,1,1300000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,53,1,1,1,165000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,68,2,2,1,236030000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,115,3,2,0,528902646
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,115,3,2,0,530154611
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,108,3,3,1,330000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,40,1,1,1,150000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,44,1,1,1,160128000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,499,4,2,0,850000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,41,1,1,1,160000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,36,1,1,1,110000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,50,1,1,1,130000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,96,3,2,1,300000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,83,2,1,0,175000000
Riomar,Usado,4,Apartamento,Altos del Prado,100,3,3,1,280000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,178,3,2,1,580000000
Riomar,Usado,4,Apartamento,Altos del Prado,280,3,2,2,620000000
Riomar,Usado,4,Apartamento,Altos del Prado,107,3,3,1,290000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,93,3,3,1,310000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,132,3,2,1,450000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,84,3,2,1,260000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,95,3,2,1,280000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,105,3,3,1,360000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,58,2,2,1,280000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,65,2,2,1,265000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,55,1,0,0,190000000
Norte-Centro Histórico,Usado,4,Casa,Granadillo,481,4,3,2,1250000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,78,2,2,2,270000000
Riomar,Usado,4,Apartamento,Altos del Limón,113,3,2,1,265000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,680,5,3,3,1020000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,55,1,1,1,190000000
Norte-Centro Histórico,Usado,4,Apartamento,Alameda del Rio,55,2,2,0,240000000
Norte-Centro Histórico,Usado,4,Apartamento,Alameda del Rio,55,3,2,0,180000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,71,2,2,1,300000000
Norte-Centro Histórico,Usado,4,Apartamento,Granadillo,170,4,3,1,350000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,93,3,2,1,280000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,115,3,3,2,350000000
Norte-Centro Histórico,Usado,4,Apartamento,La Concepción,32,1,1,1,87000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,74,2,1,1,180000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,102,3,3,1,440260000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,112,3,3,0,270000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,50,2,1,1,175000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,88,3,2,1,248000000
Norte-Centro Histórico,Inmobiliaria,4,Apartamento,Ciudad Jardín,53,2,1,1,170000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,178,3,3,2,780000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,333,5,5,2,680000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,138,3,3,0,390000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,117,4,3,1,330000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,90,3,2,1,230000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,141,4,3,1,330000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,100,3,2,0,300000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,170,3,3,2,600000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,105,3,2,1,348006504
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,167,4,3,1,405000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,157,4,2,1,375000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,96,3,2,1,300000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,147,3,4,2,450000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,120,3,3,1,345000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,90,3,3,1,200000000
Riomar,Inmobiliaria,4,Apartamento,Villa Santos,84,3,2,1,310000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,71,2,3,0,205000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,103,3,2,1,184686336
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,101,3,2,2,334800000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,531,4,3,4,749500000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,108,3,3,1,418000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,112,2,2,0,280000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,97,2,1,1,280000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,105,3,2,1,350256788
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,72,2,2,1,260000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,137,2,2,1,300000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,127,4,3,2,350000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,75,3,2,0,270000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,91,3,2,1,301809501
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,183,4,4,1,390000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,138,3,3,1,380000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,93,2,2,1,280000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,175,3,2,0,350000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,149,3,3,1,480000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,1,20,10,7,3800000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,130,3,3,2,475000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,93,3,3,1,320000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,105,3,2,1,360233209
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,90,2,3,1,270000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,117,3,2,2,310000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,80,3,2,1,267000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,83,2,1,0,185000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,95,2,3,1,280000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,73,2,2,0,339435869
Riomar,Usado,4,Casa,La Floresta,190,9,6,2,850000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,56,1,1,1,165000000
Norte-Centro Histórico,Usado,4,Casa,La Concepción,360,4,4,2,680000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,186,3,3,2,665000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,51,2,1,0,150000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,272,4,3,2,600000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,115,3,3,1,450000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,215,3,3,0,800000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,163,3,3,1,350000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,83,2,1,0,175000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,155,3,2,2,430000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,114,3,3,1,300000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,351,3,3,2,650000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,78,3,2,2,245000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,564,5,7,2,1890000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,625,15,10,4,2800000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,255,5,3,1,570000000
Norte-Centro Histórico,Usado,4,Casa,Ciudad Jardín,400,4,5,2,900000000
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,116,3,2,0,537935865
Norte-Centro Histórico,Usado,4,Apartamento,Ciudad Jardín,101,3,2,0,465290142
